0.5,0.187113723144328,0.227518526160748,0.224106027140333
1,0.185704745803583,0.227262439946019,0.228869718996585
1.5,0.183831950510783,0.2276218887288,0.237694103774271
2,0.18137834572948,0.228844384760644,0.251775670826896
2.5,0.177966206401182,0.231164580033564,0.273242293707868
3,0.173284011323614,0.235188233205789,0.306949845842156
3.5,0.164121134752385,0.234227990216782,0.363780197137977
4,0.136249056111473,0.136260392555261,0.446775963956072
4.5,0.120886731976106,0.0934728447980765,0.544745387866221
5,0.092820803357785,0.143505300788778,0.853932837256775
5.5,0.275593394927608,0.185373755546562,1.94494852900444
6,0.407800061417714,0.229831943364922,1.1922893286845
6.5,0.314869122812612,0.214674749432975,0.507641114939523
7,0.280845947333805,0.212031601326065,0.265682597474216
8,0.218786285897335,0.207465356587901,0.168065293647669
9,0.181642321868582,0.20565448029812,0.476667213076234
10,0.200596277312363,0.212934508185701,0.164858065136414
11,0.214084320260832,0.218528794183878,0.138075240260494
12,0.222060634521061,0.22120354840147,0.127071108323059
13,0.226756247296489,0.217518089217746,0.124188516312493
14,0.226421725565872,0.210466133784069,0.138956712304044
15,0.223591368180994,0.231793373820321,0.197951676606443
16,0.234353172672917,0.260399347486781,0.28124228255021
17,0.276620791071475,0.280113589120723,0.29293576298962
18,0.278731294473184,0.286126426757065,0.247621450709176
19,0.247625571087515,0.294748261938731,0.340406185500725
20,0.222460051829909,0.32631167981049,0.334493210033673
22,0.187020829144204,0.318944332264432,0.238897660326732
24,0.202873521594391,0.249630405975495,0.155181924447947
26,0.256811104309138,0.278814073680192,0.119310139364165
28,0.262533044700615,0.329379078038594,0.114464727856401
30,0.297816244306062,0.358417957086018,0.160372089973798
32,0.305647528611248,0.356518411550832,0.214407413632245
34,0.201215422080601,0.403629022675027,0.239906368719017
36,0.20786782563005,0.455491579234724,0.201213283835331
38,0.304338745025598,0.500471188695584,0.168053155690256
40,0.323858123360307,0.568605793608546,0.166161249647825
42,0.314513817334435,0.642687483652416,0.172672992319858
44,0.272074400668917,0.734793063265244,0.207467744328386
45,0.226123027676059,0.796238598554613,0.24899281317333
